,a,b
0,,
1,,
2,"TABLAS DE CORRELACIÓN 
TIGIE FRACCIONES ARANCELARIAS",
3,TIGIE 2022 (SA 2022),TIGIE 2020 (SA 2017)
2651,3702.54.01,3702.54.01
2652,3702.55.01,3702.55.01
2653,3702.56.01,3702.56.01
2654,3702.96.01,3702.96.01
2655,3702.97.01,3702.97.01
2656,3702.98.01,3702.98.01
2657,3703.10.02,3703.10.02
2658,3703.20.01,3703.20.01
2659,3703.20.99,3703.20.99
2660,3703.90.01,3703.90.01
2661,3703.90.02,3703.90.02
2662,3703.90.03,3703.90.03
2663,3703.90.99,3703.90.99
2664,3704.00.01,3704.00.01
2665,3705.00.01,3705.00.01
2666,3705.00.02,3705.00.02
2667,3705.00.03,3705.00.03
2668,3705.00.04,3705.00.04
2669,3705.00.99,3705.00.99
2670,3706.10.01,3706.10.01
2671,3706.10.02,3706.10.02
2672,3706.90.01,3706.90.01
2673,3706.90.99,3706.90.99
2674,3707.10.01,3707.10.01
2675,3707.90.02,3707.90.02
2676,3801.10.01,3801.10.01
2677,3801.10.99,3801.10.99
2678,3801.20.01,3801.20.01
2679,3801.30.02,3801.30.02
2680,3801.90.01,3801.90.01
2681,3801.90.99,3801.90.99
2682,3802.10.01,3802.10.01
2683,3802.90.06,3802.90.06
2684,3802.90.99,3802.90.99
2685,3803.00.01,3803.00.01
2686,3804.00.02,3804.00.02
2687,3805.10.02,3805.10.02
2688,3805.90.01,3805.90.01
2689,3805.90.99,3805.90.99
2690,3806.10.01,3806.10.01
2691,3806.10.99,3806.10.99
2692,3806.20.01,3806.20.01
2693,3806.30.03,3806.30.03
2694,3806.90.01,3806.90.01
2695,3806.90.99,3806.90.99
2696,3807.00.01,3807.00.01
2697,3808.52.01,3808.52.01
2698,3808.59.01,3808.59.01
2699,3808.59.02,3808.59.02
2700,3808.59.02,3808.91.06
2701,3808.59.02,3808.92.03
2702,3808.59.02,3808.93.04
2703,3808.59.02,3808.94.99
2704,3808.59.02,3808.99.04
2705,3808.59.02,3808.99.99
2706,3808.59.99,3808.59.99
2707,3808.61.01,3808.61.01
2708,3808.62.01,3808.62.01
2709,3808.69.99,3808.69.99
2710,3808.91.06,3808.91.06
2711,3808.91.99,3808.91.99
2712,3808.92.03,3808.92.03
2713,3808.93.04,3808.93.04
2714,3808.94.01,3808.94.01
2715,3808.94.02,3808.94.02
2716,3808.94.99,3808.94.99
2717,3808.99.03,3808.99.03
2718,3808.99.99,3808.99.99
2719,3809.10.01,3809.10.01
2720,3809.91.01,3809.91.01
2721,3809.91.99,3809.91.99
2722,3809.92.01,3809.92.01
2723,3809.92.02,3809.92.02
2724,3809.92.99,3809.92.99
2725,3809.93.01,3809.93.01
2726,3810.10.01,3810.10.01
2727,3810.90.99,3810.90.99
2728,3811.11.02,3811.11.02
2729,3811.19.99,3811.19.99
2730,3811.21.01,3811.21.01
2731,3811.21.02,3811.21.02
2732,3811.21.03,3811.21.03
2733,3811.21.04,3811.21.04
2734,3811.21.05,3811.21.05
2735,3811.21.06,3811.21.06
2736,3811.21.07,3811.21.07
2737,3811.21.99,3811.21.99
2738,3811.29.04,3811.29.04
2739,3811.29.05,3811.29.05
2740,3811.29.06,3811.29.06
2741,3811.29.99,3811.29.99
2742,3811.90.01,3811.90.01
2743,3811.90.99,3811.90.99
2744,3812.10.01,3812.10.01
2745,3812.20.01,3812.20.01
2746,3812.31.01,3812.31.01
2747,3812.39.02,3812.39.02
2748,3812.39.03,3812.39.03
2749,3812.39.04,3812.39.04
2750,3812.39.05,3812.39.05
2751,3812.39.99,3812.39.99
2752,3813.00.01,3813.00.01
2753,3814.00.01,3814.00.01
2754,3815.11.03,3815.11.03
2755,3815.12.03,3815.12.03
2756,3815.19.01,3815.19.01
2757,3815.19.99,3815.19.99
2758,3815.90.02,3815.90.02
2759,3815.90.99,3815.90.99
2760,3816.00.02,3816.00.02
2761,3816.00.06,3816.00.06
2762,3816.00.07,3816.00.07
2763,3816.00.99,2518.30.01
2764,3816.00.99,3816.00.99
2765,3817.00.01,3817.00.01
2766,3817.00.02,3817.00.02
2767,3817.00.03,3817.00.03
2768,3817.00.99,3817.00.99
2769,3818.00.01,3818.00.01
2770,3819.00.03,3819.00.03
2771,3819.00.04,3819.00.04
2772,3819.00.99,3819.00.99
2773,3820.00.01,3820.00.01
2774,3821.00.01,3821.00.01
2775,3822.11.01,3002.11.01
2776,3822.11.99,3002.13.99
2777,3822.11.99,3002.14.99
2778,3822.11.99,3002.15.99
2779,3822.12.01,3002.14.01
2780,3822.12.99,3002.13.99
2781,3822.12.99,3002.14.99
2782,3822.12.99,3002.15.99
2783,3822.12.99,3822.00.99
2784,3822.13.01,3006.20.01
2785,3822.13.99,3006.20.99
2786,3822.19.01,3002.14.01
2787,3822.19.02,3822.00.03
2788,3822.19.03,3822.00.05
2789,3822.19.99,3002.13.99
2790,3822.19.99,3002.14.99
2791,3822.19.99,3002.15.99
2792,3822.19.99,3822.00.99
2793,3822.90.99,3822.00.99
2794,3823.11.01,3823.11.01
2795,3823.12.03,3823.12.03
2796,3823.13.01,3823.13.01
2797,3823.19.03,3823.19.03
2798,3823.19.99,3823.19.99
2799,3823.70.02,3823.70.02
2800,3824.10.01,3824.10.01
2801,3824.30.02,3824.30.02
2802,3824.40.01,3824.40.01
2803,3824.40.99,3824.40.99
2804,3824.50.01,3824.50.01
2805,3824.50.02,3824.50.02
2806,3824.50.03,3824.50.03
2807,3824.50.99,3824.50.99
2808,3824.60.01,3824.60.01
2809,3824.81.01,3824.81.01
2810,3824.82.01,3824.82.01
2811,3824.83.01,3824.83.01
2812,3824.84.01,3824.84.01
2813,3824.85.01,3824.85.01
2814,3824.86.01,3824.86.01
2815,3824.87.01,3824.87.01
2816,3824.88.01,3824.88.01
2817,3824.89.01,3824.99.99
2818,3824.91.01,3824.91.01
2819,3824.92.01,3824.99.99
2820,3824.99.01,3824.99.01
2821,3824.99.02,3824.99.02
2822,3824.99.03,3824.99.03
2823,3824.99.06,3824.99.06
2824,3824.99.08,3824.99.08
2825,3824.99.09,3824.99.09
2826,3824.99.10,3824.99.10
2827,3824.99.11,3824.99.11
2828,3824.99.13,3824.99.13
2829,3824.99.14,3824.99.14
2830,3824.99.16,3824.99.16
2831,3824.99.18,3824.99.18
2832,3824.99.19,3824.99.19
2833,3824.99.20,3824.99.20
2834,3824.99.22,3824.99.22
2835,3824.99.23,3824.99.23
2836,3824.99.25,3824.99.25
2837,3824.99.26,3824.99.26
2838,3824.99.28,3824.99.28
2839,3824.99.29,3824.99.29
2840,3824.99.30,3824.99.30
2841,3824.99.31,3824.99.31
2842,3824.99.32,3824.99.32
2843,3824.99.33,3824.99.33
2844,3824.99.35,3824.99.35
2845,3824.99.37,3824.99.37
2846,3824.99.38,3824.99.38
2847,3824.99.40,3824.99.40
2848,3824.99.41,3824.99.41
2849,3824.99.43,3824.99.43
2850,3824.99.44,3824.99.44
2851,3824.99.45,3824.99.45
2852,3824.99.46,3824.99.46
2853,3824.99.47,3824.99.47
2854,3824.99.48,3824.99.48
2855,3824.99.49,3824.99.49
2856,3824.99.50,3824.99.50
2857,3824.99.51,3824.99.51
2858,3824.99.52,3824.99.52
2859,3824.99.53,3824.99.53
2860,3824.99.54,3824.99.54
2861,3824.99.55,3824.99.55
2862,3824.99.56,3824.99.56
2863,3824.99.58,3824.99.58
2864,3824.99.59,3824.99.59
2865,3824.99.60,3824.99.60
2866,3824.99.61,3824.99.61
2867,3824.99.62,3824.99.62
2868,3824.99.63,3824.99.63
2869,3824.99.64,3824.99.64
2870,3824.99.65,3824.99.65
2871,3824.99.66,3824.99.66
2872,3824.99.67,3824.99.67
2873,3824.99.68,3824.99.68
2874,3824.99.69,3824.99.69
2875,3824.99.70,3824.99.70
2876,3824.99.72,3824.99.72
2877,3824.99.73,3824.99.73
2878,3824.99.74,3824.99.74
2879,3824.99.75,3824.99.75
2880,3824.99.76,3824.99.76
2881,3824.99.83,3824.99.83
2882,3824.99.99,3824.99.99
2883,3825.10.01,3825.10.01
2884,3825.20.01,3825.20.01
2885,3825.30.01,3825.30.01
2886,3825.41.01,3825.41.01
2887,3825.49.99,3825.49.99
2888,3825.50.01,3825.50.01
2889,3825.61.03,3825.61.03
2890,3825.69.99,3825.69.99
2891,3825.90.99,3825.90.99
2892,3826.00.01,3826.00.01
2893,3827.11.01,3824.71.01
2894,3827.12.01,3824.73.01
2895,3827.13.01,3824.75.01
2896,3827.14.01,3824.76.01
2897,3827.20.01,3824.72.01
2898,3827.31.01,3824.74.01
2899,3827.32.91,3824.74.01
2900,3827.39.99,3824.74.01
2901,3827.40.01,3824.77.01
2902,3827.51.01,3824.78.01
2903,3827.59.99,3824.78.01
2904,3827.61.01,3824.78.01
2905,3827.62.91,3824.78.01
2906,3827.63.91,3824.78.01
2907,3827.64.91,3824.78.01
2908,3827.65.91,3824.78.01
2909,3827.68.91,3824.78.01
2910,3827.69.99,3824.78.01
2911,3827.90.99,3824.79.99
2912,3901.10.03,3901.10.03
2913,3901.20.01,3901.20.01
2914,3901.30.01,3901.30.01
2915,3901.40.01,3901.40.01
2916,3901.90.01,3901.90.01
2917,3901.90.99,3901.90.99
2918,3902.10.01,3902.10.01
2919,3902.10.99,3902.10.99
2920,3902.20.02,3902.20.02
2921,3902.30.01,3902.30.01
2922,3902.30.99,3902.30.99
2923,3902.90.01,3902.90.01
2924,3902.90.99,3902.90.99
2925,3903.11.01,3903.11.01
2926,3903.19.99,3903.19.99
2927,3903.20.01,3903.20.01
2928,3903.30.01,3903.30.01
2929,3903.90.01,3903.90.01
2930,3903.90.02,3903.90.02
2931,3903.90.03,3903.90.03
2932,3903.90.05,3903.90.05
2933,3903.90.99,3903.90.99
2934,3904.10.01,3904.10.01
2935,3904.10.02,3904.10.02
2936,3904.10.03,3904.10.03
2937,3904.10.04,3904.10.04
2938,3904.10.99,3904.10.99
2939,3904.21.01,3904.21.01
2940,3904.21.99,3904.21.99
2941,3904.22.01,3904.22.01
2942,3904.30.01,3904.30.01
2943,3904.30.99,3904.30.99
2944,3904.40.01,3904.40.01
2945,3904.40.99,3904.40.99
2946,3904.50.01,3904.50.01
2947,3904.61.01,3904.61.01
2948,3904.69.99,3904.69.99
2949,3904.90.99,3904.90.99
2950,3905.12.01,3905.12.01
2951,3905.19.01,3905.19.01
2952,3905.19.02,3905.19.02
2953,3905.19.03,3905.19.03
2954,3905.19.99,3905.19.99
2955,3905.21.01,3905.21.01
2956,3905.29.01,3905.29.01
2957,3905.29.02,3905.29.02
2958,3905.29.99,3905.29.99
2959,3905.30.01,3905.30.01
2960,3905.91.01,3905.91.01
2961,3905.99.99,3905.99.99
2962,3906.10.02,3906.10.02
2963,3906.90.01,3906.90.01
2964,3906.90.02,3906.90.02
2965,3906.90.03,3906.90.03
2966,3906.90.04,3906.90.04
2967,3906.90.05,3906.90.05
2968,3906.90.06,3906.90.06
2969,3906.90.07,3906.90.07
2970,3906.90.08,3906.90.08
2971,3906.90.09,3906.90.09
2972,3906.90.10,3906.90.10
2973,3906.90.99,3906.90.99
2974,3907.10.05,3907.10.05
2975,3907.21.01,3907.20.99
2976,3907.29.01,3907.20.01
2977,3907.29.02,3907.20.02
2978,3907.29.03,3907.20.03
2979,3907.29.04,3907.20.04
2980,3907.29.05,3907.20.05
2981,3907.29.06,3907.20.06
2982,3907.29.07,3907.20.07
2983,3907.29.99,3907.20.99
2984,3907.30.02,3907.30.02
2985,3907.30.99,3907.30.99
2986,3907.40.04,3907.40.04
2987,3907.50.02,3907.50.02
2988,3907.50.99,3907.50.99
2989,3907.61.01,3907.61.01
2990,3907.69.01,3907.69.01
2991,3907.69.99,3907.69.99
2992,3907.70.01,3907.70.01
2993,3907.91.01,3907.91.01
2994,3907.91.99,3907.91.99
2995,3907.99.01,3907.99.01
2996,3907.99.02,3907.99.02
2997,3907.99.03,3907.99.03
2998,3907.99.04,3907.99.04
2999,3907.99.05,3907.99.05
3000,3907.99.06,3907.99.06
3001,3907.99.07,3907.99.07
3002,3907.99.08,3907.99.08
3003,3907.99.09,3907.99.09
3004,3907.99.10,3907.99.10
3005,3907.99.11,3907.99.11
3006,3907.99.99,3907.99.99
3007,3908.10.01,3908.10.01
3008,3908.10.03,3908.10.03
3009,3908.10.04,3908.10.04
3010,3908.10.05,3908.10.05
3011,3908.10.06,3908.10.06
3012,3908.10.07,3908.10.07
3013,3908.10.08,3908.10.08
3014,3908.90.01,3908.90.01
3015,3908.90.02,3908.90.02
3016,3908.90.03,3908.90.03
3017,3908.90.99,3908.90.99
3018,3909.10.01,3909.10.01
3019,3909.20.02,3909.20.02
3020,3909.20.99,3909.20.99
3021,3909.31.01,3909.31.01
3022,3909.39.01,3909.39.01
3023,3909.39.99,3909.39.99
3024,3909.40.01,3909.40.01
3025,3909.40.03,3909.40.03
3026,3909.40.99,3909.40.99
3027,3909.50.04,3909.50.04
3028,3909.50.05,3909.50.05
3029,3909.50.99,3909.50.99
3030,3910.00.01,3910.00.01
3031,3910.00.02,3910.00.02
3032,3910.00.03,3910.00.03
3033,3910.00.04,3910.00.04
3034,3910.00.05,3910.00.05
3035,3910.00.99,3910.00.99
3036,3911.10.01,3911.10.01
3037,3911.20.01,3911.90.99
3038,3911.90.01,3911.90.01
3039,3911.90.02,3911.90.02
3040,3911.90.03,3911.90.03
3041,3911.90.04,3911.90.04
3042,3911.90.05,3911.90.05
3043,3911.90.06,3911.90.06
3044,3911.90.07,3911.90.07
3045,3911.90.99,3911.90.99
3046,3912.11.01,3912.11.01
3047,3912.12.01,3912.12.01
3048,3912.20.02,3912.20.02
3049,3912.31.01,3912.31.01
3050,3912.39.01,3912.39.01
3051,3912.39.02,3912.39.02
3052,3912.39.03,3912.39.03
3053,3912.39.99,3912.39.99
3054,3912.90.01,3912.90.01
3055,3912.90.02,3912.90.02
3056,3912.90.99,3912.90.99
3057,3913.10.06,3913.10.06
3058,3913.90.02,3913.90.02
3059,3913.90.05,3913.90.05
3060,3913.90.06,3913.90.06
3061,3913.90.99,3913.90.99
3062,3914.00.01,3914.00.01
3063,3914.00.99,3914.00.99
3064,3915.10.01,3915.10.01
3065,3915.20.01,3915.20.01
3066,3915.30.01,3915.30.01
3067,3915.90.01,3915.90.01
3068,3915.90.99,3915.90.99
3069,3916.10.02,3916.10.02
3070,3916.20.03,3916.20.03
3071,3916.90.91,3916.90.05
3072,3917.10.05,3917.10.05
3073,3917.21.03,3917.21.03
3074,3917.22.03,3917.22.03
3075,3917.23.04,3917.23.04
3076,3917.29.91,3917.29.06
3077,3917.31.01,3917.31.01
3078,3917.32.91,3917.32.03
3079,3917.33.01,3917.33.01
3080,3917.33.99,3917.33.99
3081,3917.39.99,3917.39.99
3082,3917.40.01,3917.40.01
3083,3918.10.02,3918.10.02
3084,3918.90.91,3918.90.99
3085,3919.10.01,3919.10.01
3086,3919.90.99,3919.90.99
3087,3920.10.05,3920.10.05
3088,3920.20.05,3920.20.05
3089,3920.30.04,3920.30.04
3090,3920.43.03,3920.43.03
3091,3920.49.99,3920.49.99
3092,3920.51.01,3920.51.01
3093,3920.59.99,3920.59.99
3094,3920.61.01,3920.61.01
3095,3920.62.02,3920.62.02
3096,3920.62.99,3920.62.99
3097,3920.63.03,3920.63.03
3098,3920.69.91,3920.69.99
3099,3920.71.01,3920.71.01
3100,3920.73.02,3920.73.02
3101,3920.79.91,3920.79.02
3102,3920.91.01,3920.91.01
3103,3920.92.02,3920.92.02
3104,3920.93.01,3920.93.01
3105,3920.94.01,3920.94.01
3106,3920.99.91,3920.99.02
3107,3921.11.01,3921.11.01
3108,3921.12.01,3921.12.01
3109,3921.13.02,3921.13.02
3110,3921.14.01,3921.14.01
3111,3921.19.91,3921.19.02
3112,3921.90.09,3921.90.09
3113,3921.90.99,3921.90.99
3114,3922.10.01,3922.10.01
3115,3922.20.01,3922.20.01
3116,3922.90.99,3922.90.99
3117,3923.10.03,3923.10.03
3118,3923.21.01,3923.21.01
3119,3923.29.91,3923.29.03
3120,3923.30.02,3923.30.02
3121,3923.40.01,3923.40.01
3122,3923.40.02,3923.40.02
3123,3923.40.99,3923.40.99
3124,3923.50.01,3923.50.01
3125,3923.90.99,3923.90.99
3126,3924.10.01,3924.10.01
3127,3924.90.01,3924.90.01
3128,3924.90.99,3924.90.99
3129,3925.10.01,3925.10.01
3130,3925.20.01,3925.20.01
3131,3925.30.01,3925.30.01
3132,3925.90.99,3925.90.99
3133,3926.10.01,3926.10.01
3134,3926.20.01,3926.20.01
3135,3926.20.99,3926.20.99
3136,3926.30.02,3926.30.02
3137,3926.40.01,3926.40.01
3138,3926.90.01,3926.90.01
3139,3926.90.04,3926.90.04
3140,3926.90.05,3926.90.05
3141,3926.90.06,3926.90.06
3142,3926.90.07,3926.90.07
3143,3926.90.08,3926.90.08
3144,3926.90.11,3926.90.11
3145,3926.90.13,3926.90.13
3146,3926.90.14,3926.90.14
3147,3926.90.15,3926.90.15
3148,3926.90.18,3926.90.18
3149,3926.90.19,3926.90.19
3150,3926.90.20,3926.90.20
3151,3926.90.24,3926.90.24
3152,3926.90.27,3926.90.27
3153,3926.90.29,3926.90.29
3154,3926.90.99,3926.90.99
3155,4001.10.01,4001.10.01
3156,4001.21.01,4001.21.01
3157,4001.22.01,4001.22.01
3158,4001.29.99,4001.29.99
3159,4001.30.03,4001.30.03
3160,4002.11.02,4002.11.02
3161,4002.11.99,4002.11.99
3162,4002.19.01,4002.19.01
3163,4002.19.02,4002.19.02
3164,4002.19.03,4002.19.03
3165,4002.19.99,4002.19.99
3166,4002.20.01,4002.20.01
3167,4002.31.01,4002.31.01
3168,4002.31.99,4002.31.99
3169,4002.39.01,4002.39.01
3170,4002.39.99,4002.39.99
3171,4002.41.01,4002.41.01
3172,4002.49.99,4002.49.99
3173,4002.51.01,4002.51.01
3174,4002.59.01,4002.59.01
3175,4002.59.02,4002.59.02
3176,4002.59.03,4002.59.03
3177,4002.59.99,4002.59.99
3178,4002.60.02,4002.60.02
3179,4002.70.01,4002.70.01
3180,4002.80.01,4002.80.01
3181,4002.91.01,4002.91.01
3182,4002.91.99,4002.91.99
3183,4002.99.01,4002.99.01
3184,4002.99.99,4002.99.99
3185,4003.00.01,4003.00.01
3186,4004.00.01,4004.00.01
3187,4004.00.02,4004.00.02
3188,4004.00.99,4004.00.99
3189,4005.10.01,4005.10.01
3190,4005.20.02,4005.20.02
3191,4005.91.04,4005.91.04
3192,4005.99.99,4005.99.99
3193,4006.10.01,4006.10.01
3194,4006.90.01,4006.90.01
3195,4006.90.02,4006.90.02
3196,4006.90.03,4006.90.03
3197,4006.90.04,4006.90.04
3198,4006.90.99,4006.90.99
3199,4007.00.01,4007.00.01
3200,4008.11.01,4008.11.01
3201,4008.19.99,4008.19.99
3202,4008.21.02,4008.21.02
3203,4008.29.99,4008.29.99
3204,4009.11.02,4009.11.02
3205,4009.12.03,4009.12.03
3206,4009.21.05,4009.21.05
3207,4009.22.05,4009.22.05
3208,4009.31.06,4009.31.06
3209,4009.32.05,4009.32.05
3210,4009.41.04,4009.41.04
3211,4009.42.03,4009.42.03
3212,4010.11.02,4010.11.02
3213,4010.12.03,4010.12.03
3214,4010.19.99,4010.19.99
3215,4010.31.01,4010.31.01
3216,4010.32.01,4010.32.01
3217,4010.33.01,4010.33.01
3218,4010.34.01,4010.34.01
3219,4010.35.02,4010.35.02
3220,4010.36.02,4010.36.02
3221,4010.39.99,4010.39.99
3222,4011.10.10,4011.10.10
3223,4011.20.04,4011.20.04
3224,4011.20.05,4011.20.05
3225,4011.20.06,4011.20.06
3226,4011.30.01,4011.30.01
3227,4011.40.01,4011.40.01
3228,4011.50.01,4011.50.01
3229,4011.70.01,4011.70.01
3230,4011.70.02,4011.70.02
3231,4011.70.03,4011.70.03
3232,4011.70.99,4011.70.99
3233,4011.80.01,4011.80.01
3234,4011.80.02,4011.80.02
3235,4011.80.03,4011.80.03
3236,4011.80.04,4011.80.04
3237,4011.80.05,4011.80.05
3238,4011.80.06,4011.80.06
3239,4011.80.93,4011.80.93
3240,4011.90.01,4011.90.01
3241,4011.90.02,4011.90.02
3242,4011.90.99,4011.90.99
3243,4012.11.01,4012.11.01
3244,4012.12.01,4012.12.01
3245,4012.13.01,4012.13.01
3246,4012.19.99,4012.19.99
3247,4012.20.01,4012.20.01
3248,4012.20.99,4012.20.99
3249,4012.90.02,4012.90.02
3250,4012.90.99,4012.90.99
3251,4013.10.01,4013.10.01
3252,4013.20.01,4013.20.01
3253,4013.90.01,4013.90.01
3254,4013.90.02,4013.90.02
3255,4013.90.03,4013.90.03
3256,4013.90.99,4013.90.99
3257,4014.10.01,4014.10.01
3258,4014.90.01,4014.90.01
3259,4014.90.02,4014.90.02
3260,4014.90.99,4014.90.99
3261,4015.12.01,4015.11.01
3262,4015.12.99,4015.19.99
3263,4015.19.99,4015.19.99
3264,4015.90.01,4015.90.01
3265,4015.90.02,4015.90.02
3266,4015.90.03,4015.90.03
3267,4015.90.99,4015.90.99
3268,4016.10.01,4016.10.01
3269,4016.91.01,4016.91.01
3270,4016.92.01,4016.92.01
3271,4016.92.99,4016.92.99
3272,4016.93.04,4016.93.04
3273,4016.94.02,4016.94.02
3274,4016.94.99,4016.94.99
3275,4016.95.01,4016.95.01
3276,4016.95.02,4016.95.02
3277,4016.95.99,4016.95.99
3278,4016.99.01,4016.99.01
3279,4016.99.04,4016.99.04
3280,4016.99.99,4016.99.99
3281,4017.00.03,4017.00.03
3282,4017.00.99,4017.00.99
3283,4101.20.03,4101.20.03
3284,4101.50.03,4101.50.03
3285,4101.90.91,4101.90.03
3286,4102.10.01,4102.10.01
3287,4102.21.01,4102.21.01
3288,4102.29.99,4102.29.99
3289,4103.20.01,4103.20.01
3290,4103.20.02,4103.20.02
3291,4103.20.99,4103.20.99
3292,4103.30.01,4103.30.01
3293,4103.90.99,4103.90.99
3294,4104.11.04,4104.11.04
3295,4104.19.99,4104.19.99
3296,4104.41.02,4104.41.02
3297,4104.49.99,4104.49.99
3298,4105.10.04,4105.10.04
3299,4105.30.01,4105.30.01
3300,4106.21.04,4106.21.04
3301,4106.22.01,4106.22.01
3302,4106.31.01,4106.31.01
3303,4106.32.01,4106.32.01
3304,4106.40.02,4106.40.02
3305,4106.91.01,4106.91.01
3306,4106.92.01,4106.92.01
3307,4107.11.02,4107.11.02
3308,4107.12.02,4107.12.02
3309,4107.19.99,4107.19.99
3310,4107.91.01,4107.91.01
3311,4107.92.01,4107.92.01
3312,4107.99.99,4107.99.99
3313,4112.00.01,4112.00.01
3314,4113.10.01,4113.10.01
3315,4113.20.01,4113.20.01
3316,4113.30.01,4113.30.01
3317,4113.90.99,4113.90.99
3318,4114.10.01,4114.10.01
3319,4114.20.01,4114.20.01
3320,4115.10.01,4115.10.01
3321,4115.20.01,4115.20.01
3322,4201.00.01,4201.00.01
3323,4202.11.01,4202.11.01
3324,4202.12.03,4202.12.03
3325,4202.19.99,4202.19.99
3326,4202.21.01,4202.21.01
3327,4202.22.03,4202.22.03
3328,4202.29.99,4202.29.99
3329,4202.31.01,4202.31.01
3330,4202.32.03,4202.32.03
3331,4202.39.99,4202.39.99
3332,4202.91.01,4202.91.01
3333,4202.92.04,4202.92.04
3334,4202.99.99,4202.99.99
3335,4203.10.01,4203.10.01
3336,4203.10.99,4203.10.99
3337,4203.21.01,4203.21.01
3338,4203.29.01,4203.29.01
3339,4203.29.99,4203.29.99
3340,4203.30.02,4203.30.02
3341,4203.40.01,4203.40.01
3342,4203.40.99,4203.40.99
3343,4205.00.02,4205.00.02
3344,4205.00.99,4205.00.99
3345,4206.00.01,4206.00.01
3346,4206.00.99,4206.00.99
3347,4301.10.01,4301.10.01
3348,4301.30.01,4301.30.01
3349,4301.60.01,4301.60.01
3350,4301.80.91,4301.80.08
3351,4301.90.01,4301.90.01
3352,4302.11.01,4302.11.01
3353,4302.19.99,4302.19.99
3354,4302.20.02,4302.20.02
3355,4302.30.02,4302.30.02
3356,4303.10.01,4303.10.01
3357,4303.90.99,4303.90.99
3358,4304.00.01,4304.00.01
3359,4401.11.01,4401.11.01
3360,4401.12.01,4401.12.01
3361,4401.21.01,4401.21.01
3362,4401.22.01,4401.22.01
3363,4401.31.01,4401.31.01
3364,4401.32.01,4401.39.99
3365,4401.39.99,4401.39.99
3366,4401.41.01,4401.40.01
3367,4401.49.99,4401.40.01
3368,4402.10.01,4402.10.01
3369,4402.20.01,4402.90.99
3370,4402.90.99,4402.90.99
3371,4403.11.01,4403.11.01
3372,4403.12.01,4403.12.01
3373,4403.21.01,4403.21.01
3374,4403.22.91,4403.21.01
3375,4403.22.91,4403.22.01
3376,4403.23.01,4403.23.01
3377,4403.24.91,4403.23.01
3378,4403.24.91,4403.24.01
3379,4403.25.91,4403.25.01
3380,4403.26.99,4403.25.01
3381,4403.26.99,4403.26.99
3382,4403.41.01,4403.41.01
3383,4403.42.01,4403.49.99
3384,4403.49.99,4403.49.99
3385,4403.91.01,4403.91.01
3386,4403.93.01,4403.93.01
3387,4403.94.91,4403.93.01
3388,4403.94.91,4403.94.01
3389,4403.95.01,4403.95.01
3390,4403.96.91,4403.95.01
3391,4403.96.91,4403.96.01
3392,4403.97.01,4403.97.01
3393,4403.98.01,4403.98.01
3394,4403.99.99,4403.99.99
3395,4404.10.02,4404.10.02
3396,4404.20.01,4404.20.01
3397,4404.20.02,4404.20.02
3398,4404.20.03,4404.20.03
3399,4404.20.04,4404.20.04
3400,4404.20.99,4404.20.99
3401,4405.00.03,4405.00.03
3402,4406.11.01,4406.11.01
3403,4406.12.01,4406.12.01
3404,4406.91.01,4406.91.01
3405,4406.92.01,4406.92.01
3406,4407.11.01,4407.11.01
3407,4407.11.03,4407.11.03
3408,4407.11.99,4407.11.99
3409,4407.12.01,4407.12.01
3410,4407.12.03,4407.12.03
3411,4407.12.99,4407.12.99
3412,4407.13.01,4407.11.99
3413,4407.13.01,4407.12.99
3414,4407.13.01,4407.19.99
3415,4407.14.01,4407.12.99
3416,4407.14.01,4407.19.99
3417,4407.19.02,4407.19.02
3418,4407.19.03,4407.19.03
3419,4407.19.99,4407.19.99
3420,4407.21.03,4407.21.03
3421,4407.22.02,4407.22.02
3422,4407.23.01,4407.29.99
3423,4407.25.01,4407.25.01
3424,4407.26.01,4407.26.01
3425,4407.27.01,4407.27.01
3426,4407.28.01,4407.28.01
3427,4407.29.99,4407.29.99
3428,4407.91.01,4407.91.01
3429,4407.92.02,4407.92.02
3430,4407.93.01,4407.93.01
3431,4407.94.01,4407.94.01
3432,4407.95.03,4407.95.03
3433,4407.96.01,4407.96.01
3434,4407.97.01,4407.97.01
3435,4407.99.99,4407.99.99
3436,4408.10.03,4408.10.03
3437,4408.31.01,4408.31.01
3438,4408.39.99,4408.39.99
3439,4408.90.99,4408.90.99
3440,4409.10.02,4409.10.02
3441,4409.10.99,4409.10.99
3442,4409.21.03,4409.21.03
3443,4409.22.01,4409.22.01
3444,4409.29.99,4409.29.99
3445,4410.11.04,4410.11.04
3446,4410.12.02,4410.12.02
3447,4410.19.99,4410.19.99
3448,4410.90.01,4410.90.01
3449,4410.90.99,4410.90.99
3450,4411.12.01,4411.12.01
3451,4411.12.99,4411.12.99
3452,4411.13.01,4411.13.01
3453,4411.13.99,4411.13.99
3454,4411.14.01,4411.14.01
3455,4411.14.03,4411.14.03
3456,4411.14.99,4411.14.99
3457,4411.92.02,4411.92.02
3458,4411.93.04,4411.93.04
3459,4411.94.04,4411.94.04
3460,4412.10.01,4412.10.01
3461,4412.31.01,4412.31.01
3462,4412.31.99,4412.31.99
3463,4412.33.91,4412.33.01
3464,4412.34.91,4412.34.01
3465,4412.39.91,4412.39.02
3466,4412.41.01,4412.99.01
3467,4412.41.01,4412.99.02
3468,4412.41.01,4412.99.99
